code,topic,variant,n_sessions,qid,subpart_id,n_words,text
14,Malaria 5,5b770b1913,245,Q1,Q1.5,40,"When a patient has a fever but their malaria rapid diagnostic test (RDT) is negative, what do you usually do? Out of 10 fever patients who test negative, how many do you think still end up taking an ACT (anti-malarial)?"
14,Malaria 5,5b770b1913,245,Q1,Q1.6,40,"Have you ever come across malaria rapid diagnostic tests (RDTs) that you felt gave the wrong result, or that you did not trust? If yes, how often does this happen?  What do you do when you doubt an RDT result?"
14,Malaria 5,5b770b1913,245,Q1,Q1.7,37,"When you do not have RDTs in stock but a patient has a fever, do you treat them for malaria anyway without a test? Out of 10 such patients, how many get an anti-malarial without being tested?"
14,Malaria 5,5b770b1913,245,Q1,Q1.8,38,"A full ACT course usually lasts 3 days. When you give someone ACTs, do you watch them take the first dose? For the remaining doses over the next days, how do you know whether they actually took them?"
14,Malaria 5,5b770b1913,245,Q1,Q1.9,48,"After you treat someone with ACTs, how often do they come back still sick, or get sick with malaria again within a couple of weeks? When that happens, what do you think the reason is? Is there a possibility that it wasn't malaria? How can you be sure?"
14,Malaria 5,5b770b1913,245,Q1,Q1.10,33,"When you identify a child under 5 with signs of severe malaria, do you give any treatment such as rectal artesunate before referring them? If yes, do you usually have it in stock?"
14,Malaria 5,5b770b1913,245,Q1,Q1.11,33,"Where do the ACTs and RDTs you use usually come from (for example government supply, an NGO, or bought yourself)? Can you tell which ACTs are the quality-assured ones? How do you identify?"
14,Malaria 5,5b770b1913,245,Q1,Q1.12,30,"Do you think the anti-malarials and RDTs people buy from drug shops, patent medicine vendors, or markets are more or less reliable than the ones you or the clinic provide?"
14,Malaria 5,5b770b1913,245,Q1,Q1.13,47,"When someone in your community has malaria, how often do they get treated somewhere you never see (for example a drug shop, patent medicine vendor, or pharmacy) instead of coming to you or the clinic? Out of 10 people with malaria, roughly how many go that route?"
14,Malaria 5,5b770b1913,245,Q1,Q1.14,26,"When a child has a fever, how often do families use antibiotics instead of, or alongside, an anti-malarial? How do they decide which one to use?"
14,Malaria 5,5b770b1913,245,Q1,Q1.15,22,"How common is it for people to keep leftover anti-malarials or antibiotics to use later, or to share them with family members?"
14,Malaria 5,5b770b1913,245,Q1,Q1.16,45,"Have you ever heard of Indoor Residual Spraying (IRS)? Have you or someone in your community used this to prevent malaria? If yes, did it work well in your opinion? Why do you think so? What are the challenges to using IRS in your community?"
14,Malaria 5,5b770b1913,245,Q1,Q1.17,19,What is the most common mistake people make when treating a child under-5 years old who has a fever?
14,Malaria 5,5b770b1913,245,Q1,Q1.18,30,"Compared with a few years ago, do the anti-malarials seem to work as well as they used to then? Have you noticed any change in the time of patient's recovery?"
14,Malaria 5,5b770b1913,245,Q1,Q1.19,37,"When health workers report your malaria testing and treatment numbers, is there ever an expectation that the numbers reach a certain target? Have you ever felt pressure to record more tests or treatments than actually took place?"
14,Malaria 5,5b770b1913,245,Q1,Q1.20,44,"If someone wanted to track down a specific malaria patient treated in your health facility last month, how could they do it? Do you keep records with patient names, their location, or phone numbers? If yes, would those patients usually be reachable by phone?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.1,14,Do most households in your catchment area receive Seasonal Malaria Chemoprevention (SMC) every year?
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.2,15,Do households in your community believe Seasonal Malaria Chemoprevention (SMC) is effective at preventing malaria?
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.3,19,"In the last rainy season, how many times did Community Drug Distributors (CDDs) visit the households in your community?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.4,27,"Are Seasonal Malaria Chemoprevention (SMC) medicines available outside of campaigns? If yes, where are they available (e.g., health facilities, private market) and are they expensive to purchase?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.5,42,"For every 10 distributors of SMC, how many are paid government healthcare staff such as CHEWs or JCHEWs? How many are volunteer government healthcare staff such as CHIPS? How many are people who do not typically work for the government healthcare system?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.6,41,"If you were involved in the last SMC campaign, what was your role? (e.g., community distributor, supervisor, lead mother, local leader). Were there any spot checks or verification of coverage during the campaign? If so, what happened during the supervision visit?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.7,31,"In the last SMC campaign you were involved in, were there enough SMC drugs to reach all children? Do CDDs provide any other services when they visit households to deliver SMC?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.8,44,"In the last campaign, were you or the distributors ever unable to distribute to an area because of insecurity? Out of 100 households in the communities you were supposed to distribute to, how many were you unable to distribute to because of security concerns?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.9,52,"Do distributors ever give SMC to children over 5 years old because they make a mistake, because the caregiver gives the wrong age, or for another reason? Out of every 10 children 6 to 10 years old in your community, how many do you think received SMC in the last campaign cycle?"
2,Seasonal Malaria Chemoprevention 2,f09ac18e0a,918,Q1,Q1.10,17,"Did the SMC distributors record the number of drugs distributed digitally, on paper tally sheets, or both?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.1,18,What percentage of households own bed nets in your catchment area? Please explain how you estimated this percentage.
3,Bed Net Usage,4dda456ede,478,Q1,Q1.2,15,"For every 10 households that own bed nets, how many use them for sleeping under?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.3,29,"For every 10 households that use bednets, do they use them all year or only certain times of year? If only certain times of year, when is it used?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.4,18,"When people have bed nets but don't sleep under them, what are the most common reasons why not?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.5,17,"When there aren't enough bed nets to cover everyone in the household, are children or adults prioritized?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.6,15,What are all the different ways people can get bed nets in your catchment area?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.7,15,What kind of things do you think would make people more likely to use nets?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.8,15,What are the most common complaints you hear about the bed nets people have received?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.9,17,How long do bed nets typically last in your catchment area until they get holes in them?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.10,8,Why do people stop using their bed nets?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.11,32,"Do people in your community ever use bed nets for activities other than sleeping under? If yes, what is the most common activity people use bed nets for other than sleeping under?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.12,21,In what capacity were you involved in the bed net campaign? What are the characteristics of those that deliver bed nets?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.13,26,How did the most recent mass bednet campaign go? What percentage of total households in your catchment area did not receive bednets? What challenges were faced?
3,Bed Net Usage,4dda456ede,478,Q1,Q1.14,17,"Have you observed bednets getting diverted during distributions? If so, can you describe what you have observed?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.15,31,"When Ready-to-Use Therapeutic Food (RUTF) such as plumpy nut is distributed, does it always reach the intended child? Have you observed any diversion? How does diversion with RUTF compare to nets?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.16,23,"Have you ever seen anyone in your catchment area repair a torn bed net? If yes, what did they use to repair it?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.17,25,"Out of every 10 households that have a bed net with a hole, how many do you think would know how to repair it themselves?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.18,20,"For nets that have holes, do people in your area still sleep under them or do they stop using them?"
3,Bed Net Usage,4dda456ede,478,Q1,Q1.19,20,"Do households in your area wash their bed nets? If so, how often and with what (soap, detergent, water only)?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.1,18,What percentage of households own bed nets in your catchment area? Please explain how you estimated this percentage.
3,Bed Net Usage,7511629faa,196,Q1,Q1.2,15,"For every 10 households that own bed nets, how many use them for sleeping under?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.3,29,"For every 10 households that use bednets, do they use them all year or only certain times of year? If only certain times of year, when is it used?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.4,18,"When people have bed nets but don't sleep under them, what are the most common reasons why not?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.5,17,"When there aren't enough bed nets to cover everyone in the household, are children or adults prioritized?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.6,15,What are all the different ways people can get bed nets in your catchment area?
3,Bed Net Usage,7511629faa,196,Q1,Q1.7,15,What kind of things do you think would make people more likely to use nets?
3,Bed Net Usage,7511629faa,196,Q1,Q1.8,15,What are the most common complaints you hear about the bed nets people have received?
3,Bed Net Usage,7511629faa,196,Q1,Q1.9,17,How long do bed nets typically last in your catchment area until they get holes in them?
3,Bed Net Usage,7511629faa,196,Q1,Q1.10,8,Why do people stop using their bed nets?
3,Bed Net Usage,7511629faa,196,Q1,Q1.11,32,"Do people in your community ever use bed nets for activities other than sleeping under? If yes, what is the most common activity people use bed nets for other than sleeping under?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.12,21,In what capacity were you involved in the bed net campaign? What are the characteristics of those that deliver bed nets?
3,Bed Net Usage,7511629faa,196,Q1,Q1.13,26,How did the most recent mass bednet campaign go? What percentage of total households in your catchment area did not receive bednets? What challenges were faced?
3,Bed Net Usage,7511629faa,196,Q1,Q1.14,17,"Have you observed bednets getting diverted during distributions? If so, can you describe what you have observed?"
3,Bed Net Usage,7511629faa,196,Q1,Q1.15,31,"When Ready-to-Use Therapeutic Food (RUTF) such as plumpy nut is distributed, does it always reach the intended child? Have you observed any diversion? How does diversion with RUTF compare to nets?"
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.1,29,Have you ever had a sick child in front of you and not had what you needed to help them? What do you do? How often does that happen?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.2,19,"Do you feel safe doing this work? If sometimes or no, why/when/what are the circumstances, what do you do?"
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.3,16,Is there anything you've wanted to tell someone about your work but haven't had the chance?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.4,11,Has a supervisor ever corrected something you were doing wrong? What?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.5,15,Do you fill out reports? Who reads them? Have you ever gotten feedback on them?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.6,18,"Have you ever felt pressure to fill out reports with incorrect data? If so, which data and reports?"
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.7,10,Has your work changed over the last year? How specifically?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.8,10,Do you receive any payment or support for your work?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.9,10,What are the biggest challenges you face in your work?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.10,5,What makes your work difficult?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.11,15,"If you could change a few things to improve your work, what would they be?"
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.12,9,What is the biggest health challenge in your community?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.13,17,"Are the health challenges in your community worse than a year ago, about the same, or better?"
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.14,13,What medicines most often run out of stock in your local health facility?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.15,17,Are Artemisinin-based Combination Therapies (ACTs) available at your health facility? How often are they out of stock?
4,Health Worker Experience,e48ed7aed7,594,Q1,Q1.16,14,"When medicines aren't in stock in the health facility, what do people do instead?"
5,Family Planning,f49d01dae4,425,Q1,Q1.1,11,How do you feel about implants as a family planning method?
5,Family Planning,f49d01dae4,425,Q1,Q1.2,8,Are implants in stock when women want them?
5,Family Planning,f49d01dae4,425,Q1,Q1.3,20,"Do you think people get pressured to use implants? If so, are they pressured by any particular organizations or providers?"
5,Family Planning,f49d01dae4,425,Q1,Q1.4,12,Do you think people have easy enough access to implant removal services?
5,Family Planning,f49d01dae4,425,Q1,Q1.5,31,"Have you heard of Marie Stopes Nigeria (MSI)? If so, does MSI engage with you or your colleagues directly? What do you think of the quality of the services they provide?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.1,34,"Do you record how many Vitamin A Supplementation (VAS) capsules you give in your catchment area? If so, in which form is the data recorded? Who receives this information and how is it used?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.2,39,"Besides Vitamin A Supplementation (VAS), what other services are offered during Maternal, Neonatal, and Child Health Weeks (MNCHWs)? Estimate the number of people in your catchment area who receive each of the services you mentioned besides VAS during MNCHWs?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.3,42,"How old should a child be to receive Vitamin A Supplementation (VAS) during Maternal, Neonatal, and Child Health Weeks (MNCHWs)? Have you ever heard of or seen Community Drug Distributors (CDDs) giving VAS to children who are too young or too old?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.4,29,"When parents visit the clinic or Maternal, Neonatal, and Child Health Weeks (MNCHWs), what is usually the main reason (e.g. immunization, weighing, Vitamin A Supplementation (VAS), or something else)?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.5,27,"Would parents still go to the clinic or Maternal, Neonatal, and Child Health Weeks (MNCHWs) if Vitamin A Supplementation (VAS) were not offered? Why or why not?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.6,19,"Who supervises or checks your Vitamin A Supplementation (VAS) work during the Maternal, Neonatal, and Child Health Week (MNCHW)?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.7,28,"During the Maternal, Neonatal, and Child Health Week (MNCHW), how often do you experience stockouts of Vitamin A Supplementation (VAS)? When stockouts occur, how quickly are they resolved?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.8,30,"Which organizations currently support Vitamin A Supplementation (VAS) in Maternal, Neonatal, and Child Health Weeks (MNCHWs) in your catchment area? In what ways do these organizations currently support this work?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.9,53,"Are you currently receiving any form of payment or incentive for your work in Vitamin A Supplementation (VAS) activities during Maternal, Neonatal, and Child Health Weeks (MNCHWs)? If so, what form of payment or incentive do you usually receive? Do you consider this payment or incentive more than enough, enough, or not enough?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.10,24,"When Maternal, Neonatal, and Child Health Weeks (MNCHWs) occur, how does this affect your workload? Are you still able to complete your main responsibilities?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.11,30,"Outside the Maternal, Neonatal, and Child Health Week (MNCHW), how often can parents obtain Vitamin A Supplementation (VAS) in your catchment area? What are the other ways to get VAS?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.12,29,"Have you distributed Vitamin A Supplementation (VAS) outside of Maternal, Neonatal, and Child Health Weeks (MNCHWs)? If so, how does distribution outside of MNCHWs compare to distribution during MNCHWs?"
6,Vitamin A Supplementation,78013eceb3,412,Q1,Q1.13,15,What changes would make your work distributing Vitamin A Supplementation (VAS) easier or more efficient?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.1,7,Have you received training in administering vaccinations?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.2,16,"Have you administered vaccinations in the last year? If so, how often do you provide vaccinations?"
7,Vaccines,a23ce1cf3c,364,Q1,Q1.3,14,How do you get the vaccines that you use to vaccinate children under 5?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.4,13,How often do you experience vaccine stockouts? Which vaccines are most commonly stocked-out?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.5,11,Do you get paid for adminitering vaccines to children under 5?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.6,11,What are the primary reasons children under 5 don't receive vaccines?
7,Vaccines,a23ce1cf3c,364,Q1,Q1.7,27,"Do people receive cash incentives for vaccines in your community? If so, how does that affect their behavior? What would happen if the incentives were taken away?"
7,Vaccines,62142f6479,103,Q1,Q1.1,7,Have you received training in providing vaccinations?
7,Vaccines,62142f6479,103,Q1,Q1.2,16,"Have you provided vaccinations in the last year? If so, how often do you provide vaccinations?"
7,Vaccines,62142f6479,103,Q1,Q1.3,12,How do you get the vaccines that you use to vaccinate children?
7,Vaccines,62142f6479,103,Q1,Q1.4,13,How often do you experience vaccine stockouts? Which vaccines are most commonly stocked-out?
7,Vaccines,62142f6479,103,Q1,Q1.5,8,Are you paid for your work vaccinating children?
7,Vaccines,62142f6479,103,Q1,Q1.6,9,What are the primary reasons children don't receive vaccines?
7,Vaccines,62142f6479,103,Q1,Q1.7,27,"Do people receive cash incentives for vaccines in your community? If so, how does that affect their behavior? What would happen if the incentives were taken away?"
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.1,12,"In your community, how common is it for people to take antibiotics?"
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.2,15,"In your community, how common is it for people to take Artemisinin-based Combination Therapy (ACT)?"
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.3,26,Describe the health conditions for which antibiotics are most commonly used in your catchment area? Do people get these antibiotics from health facilities or community pharmacies?
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.4,20,Which symptoms lead people to get treated with Artemisinin-based Combination Therapies (ACTs)? Do they take Rapid Diagnostic Tests (RDTs) first?
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.5,28,"When people in your community get sick with a cough, respiratory infection, or other infections, and they don't go to the health facility, how do they get antibiotics?"
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.6,15,What antibiotics are most commonly available to buy? Do you think people use them appropriately?
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.7,11,What Artemisinin-based Combination Therapies (ACTs) are most commonly available to buy?
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.8,10,Do you counsel people in your community about antibiotic use?
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.9,46,"When people are prescribed antibiotics or buy them, do most people finish the whole course? Or do they stop early once they start feeling better? Why do you think people don't finish the whole course? Can you estimate the percentage of people finishing the full course?"
8,Antibiotics and ACT Use,ba27b5d721,253,Q1,Q1.10,41,"When people get Artemisinin-based Combination Therapies (ACTs), do they take the whole course or stop early when they feel better? Why do you think people don't finish the whole course? Can you estimate the percentage of people finishing the full course?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.1,25,"Think about the people you visited or spoke with in the past month. Out of every 10 people, how many do you think took antibiotics?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.2,24,"Think about households you visited in the past month. Out of every 10 people, how many do you think took Artemisinin-based Combination Therapy (ACT)?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.3,26,Describe the health conditions for which antibiotics are most commonly used in your catchment area? Do people get these antibiotics from health facilities or community pharmacies?
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.4,20,Which symptoms lead people to get treated with Artemisinin-based Combination Therapies (ACTs)? Do they take Rapid Diagnostic Tests (RDTs) first?
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.5,28,"When people in your community get sick with a cough, respiratory infection, or other infections, and they don't go to the health facility, how do they get antibiotics?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.6,15,What antibiotics are most commonly available to buy? Do you think people use them appropriately?
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.7,11,What Artemisinin-based Combination Therapies (ACTs) are most commonly available to buy?
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.8,26,"Do you counsel people in your community about antibiotic use? If yes, how much time do you spend on this during a typical visit or session?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.9,54,"When people are prescribed antibiotics or buy them, do most people finish the whole course, or do they stop early once they start feeling better? Why do you think people don't finish the whole course? Out of 10 sick people, how many do you think finish the full course of antibiotics prescribed to them?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.10,45,"When people get Artemisinin-based Combination Therapies (ACTs), do they take the whole course or stop early when they feel better? Why do you think people don't finish the whole course? Out of 10 people getting ACTs, how many do you think finish the full course?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.11,37,"In your experience, are there times when people treat themselves or a family member for an infection at home without visiting a health facility? What do they typically use, and what usually prompts them to do that?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.12,36,"When a child under 5 in your catchment area has a fever, how do caregivers decide when to seek care from you or a health facility — what signs or symptoms make them decide to act?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.13,26,"Apart from health facilities, where else can people in your catchment area get medicines for infections or fever? How easy is it to get these medicines?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.14,30,"In your experience, are there times when people take medicines for an infection and do not recover as expected? What do you think are the most common reasons that happens?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.15,31,"When you counsel someone about finishing their antibiotics, what reasons do they give for stopping early? Out of 10 people you counsel, how many do you think actually follow your advice?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.16,32,"Do you think there is a difference in how people in your area use antibiotics compared to how they use malaria treatment drugs? If so, what do you think explains that difference?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.17,34,"Is amoxicillin readily available in your community? If yes, where do most people access it from? Is the dispersible tablet form available? If not, what form of amoxicillin do people typically give to children?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.18,16,"Is azithromycin readily available in your community? If yes, where do most people access it from?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.19,32,"Is pain relief medication readily available in your community? If yes, what are the most common types of pain relief medication used in your community? Where do people typically access it from?"
8L,Antibiotics and ACT Use 3,36ac22070f,28,Q1,Q1.20,12,Are there specific types of medicines you think are often poor quality?
8L,te001_topic,e0a6b211fb,1,Q1,Q1.1,60,"During last year, were there any deaths of children under 5 in your catchment area? If yes, explain the possible causes of death in detail. (Identify diseases that caused deaths, how was the disease identified - blood test or other tests; and reasons for the presence of those diseases). If no, explain the reason you think led to zero deaths"
8L,te001_topic,e0a6b211fb,1,Q2,Q2.1,28,Have you observed any cases of vaccine hesitancy? What is the approximate percantage of such families and what steps do you take to convince them to take vaccines?
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.1,25,"Think about the people you visited or spoke with in the past month. Out of every 10 people, how many do you think took antibiotics?"
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.2,24,"Think about households you visited in the past month. Out of every 10 people, how many do you think took Artemisinin-based Combination Therapy (ACT)?"
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.3,26,Describe the health conditions for which antibiotics are most commonly used in your catchment area? Do people get these antibiotics from health facilities or community pharmacies?
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.4,20,Which symptoms lead people to get treated with Artemisinin-based Combination Therapies (ACTs)? Do they take Rapid Diagnostic Tests (RDTs) first?
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.5,28,"When people in your community get sick with a cough, respiratory infection, or other infections, and they don't go to the health facility, how do they get antibiotics?"
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.6,15,What antibiotics are most commonly available to buy? Do you think people use them appropriately?
8S,Antibiotics and ACT Use 2,690c5a8a14,37,Q1,Q1.7,11,What Artemisinin-based Combination Therapies (ACTs) are most commonly available to buy?
9,Medicine Quality & Counterfeiting,3e71de87df,91,Q1,Q1.1,35,"Have you ever heard of fake medicines or counterfeit drugs (in other words, medicines that don't work or are not what they claim to be)? Have you experienced this issue with Artemisinin-based Combination Therapies (ACTs)?"
9,Medicine Quality & Counterfeiting,3e71de87df,91,Q1,Q1.2,21,"Do you think fake medicines are a problem in your community? If so, where do you think fake medicines come from?"
9,Medicine Quality & Counterfeiting,3e71de87df,91,Q1,Q1.3,9,How can someone tell if a medicine is fake?
9,Medicine Quality & Counterfeiting,3e71de87df,91,Q1,Q1.4,18,"When you recommend a medicine to someone, how confident are you that they are getting the real medication?"
9,Medicine Quality & Counterfeiting,3e71de87df,91,Q1,Q1.5,17,Have you ever personally seen a medicine that you thought might be fake or of poor quality?
99,Internal Topic,d60b442fa6,140,Q1,Q1.1,17,How did you find out when a new interview was available to you? What was that like?
99,Internal Topic,d60b442fa6,140,Q1,Q1.2,34,"If you ever had more than one interview available at the same time, how did you decide which one to respond to? How easy or difficult was it to get to the right chatbot?"
99,Internal Topic,d60b442fa6,140,Q1,Q1.3,25,"What was it like using the technology for these interviews? Did anything confuse you, or did you run into any technical problems along the way?"
99,Internal Topic,d60b442fa6,140,Q1,Q1.4,20,"Have you ever gotten locked out of your PersonalID account? If so, what did you do to get back in?"
99,Internal Topic,d60b442fa6,140,Q1,Q1.5,18,"When you're doing interviews, how do you keep track of how many you can still do that day?"
99,Internal Topic,d60b442fa6,140,Q1,Q1.6,14,How often do you end up changing your phone number? What usually causes that?
99,Internal Topic,d60b442fa6,140,Q1,Q1.7,38,"How does the pay for these interviews compare to what you earn from your other work - better, worse, or about the same? And what would make you want to keep doing interviews like this in the future?"
99,Internal Topic,d60b442fa6,140,Q1,Q1.8,23,"Have you run into any problems with how quickly, or how often, you get paid for your interviews? Tell me more about that."
99,Internal Topic,d60b442fa6,140,Q1,Q1.9,19,"What's been the main reason, if any, that's made you stop or take a break from doing these interviews?"
99,te001_topic,e0a6b211fb,4,Q1,Q1.1,60,"During last year, were there any deaths of children under 5 in your catchment area? If yes, explain the possible causes of death in detail. (Identify diseases that caused deaths, how was the disease identified - blood test or other tests; and reasons for the presence of those diseases). If no, explain the reason you think led to zero deaths"
99,te001_topic,e0a6b211fb,4,Q2,Q2.1,28,Have you observed any cases of vaccine hesitancy? What is the approximate percantage of such families and what steps do you take to convince them to take vaccines?
A,Community Demographics,18955a9520,1437,Q1,Q1.1,18,How many households do you estimate are in your catchment area? Please explain how you estimated this number.
A,Community Demographics,18955a9520,1437,Q2,Q2.1,24,"Of the households in your community, what percentage of them have a main language that is not Hausa? What other language(s) do they speak?"
A,Community Demographics,18955a9520,1437,Q3,Q3.1,14,How many internally displaced persons (IDPs) do you estimate are in your catchment area?
A,Community Demographics,18955a9520,1437,Q4,Q4.1,14,How many nomadic households do you estimate pass through your catchment area every year?
A,Community Demographics,18955a9520,1437,Q5,Q5.1,43,"What is the approximate number of children under age of 5 in your catchment area? How many of them died in your catchment area during last year? What were the biggest causes of death? How many died of Fever, Diarrhea, or something else?"
A,Community Demographics,18955a9520,1437,Q6,Q6.1,22,What is the approximate number of children under 5 in your catchment area who have never been vaccinated? What are their characteristics?
A,Community Demographics,18955a9520,1437,Q7,Q7.1,41,"When was the last maternal and child health week in your catchment area? During that week, what percentage of children under 5 in your catchment area got Vitamin A Supplementation (VAS)? Why do you think those children did not get VAS?"
A,,fde60ed964,1,Q1,Q1.1,18,How many households do you estimate are in your catchment area? Please explain how you estimated this number.
A,,fde60ed964,1,Q2,Q2.1,24,"Of the households in your community, what percentage of them have a main language that is not Hausa? What other language(s) do they speak?"
B,Malaria,35f4d31174,1166,Q1,Q1.1,55,"Approximately, how many children under 5 are there in your catchment area? During the last year, approximately how many of those children got Malaria? Are you estimating based on the presence of fever, or is the estimate based on tests (i.e: rapid diagnostic tests (RDTs))? Of these children who got malaria, how many passed away?"
B,Malaria,35f4d31174,1166,Q2,Q2.1,32,How does the number of children under 5 that passed away in your catchment due to malaria in the last year compare to when you started working as a community health worker?
B,Malaria,35f4d31174,1166,Q3,Q3.1,16,How do people in your catchment area find out whether their children under 5 have malaria?
B,Malaria,35f4d31174,1166,Q4,Q4.1,35,"When a child under 5 in your catchment area gets malaria, where do they typically go for treatment (e.g: health facility, pharmacy, traditional healer, Patent and Proprietary Medicine Vendors (PPMVs))? What treatment do they offer?"
